full_text,labels,langauge,post type,abusive word,idiomatic express,Source
"News# Labari mai zafi: An kwantar da Osinbajo a asibiti, Likitoci na shirin yi masa aiki

- Farfesa Yemi Osinbajo ya na gadon asibiti a halin yanzu, za ayi masa aiki a kafansa

- A shafin Twitter, Mataimakin shugaban kasar ya bada sanarwar an kwantar da shi

- Yemi Osinbajo yana zargin wajen buga wasan 'Squash' ne ya samu larura a kafarsa

Abuja - Mai girma mataimakin shugaban kasa, Farfesa Yemi Osinbajo yana kwance a asibiti, ana sa ran cewa za ayi masa aiki.

Rubuta MBW don samun labaran Hausa, wasu Karin labaran na jiranku.",neutral,Hausa,health,,,Facebook
"Alhamdulillah!!
Madallah!!
Allah ya amince muna!!!

Labari ya yadu ko ina fada ake, daga ko ina kira na akeyi akan wannan Magana.

Wannan satin mai tukewa bansan adadin kira da akamini ba, akan cewa Minister ta fada za,a biya kowa cikin sati mai zuwa, sai dai wasu nacewa Monday 28 wasu kuma Tuesday 29 to koma yaushe ne fatan mu Allah ya amince muna.

Abin bada misali wani ya kirani daga Jahar Kano yake cewa shi ya gani a daily trust Minister na cewa zata biya Exited Npositivewer Batch A da B.
Muna fatan Allah ya tabbatar da haka,

Wani ya kirani ya ce 'Minister zata biya kowa' sai nace Allah ya hukunta haka saboda Minister abar tsoro ce batayi abu ba ta tara manena labarai ta fada, ina ga wannan.

Duk wannan babu abinda zance sai dai fatan Allah ya tabbatar da faruwan haka. Saboda haka mucigaba da addu,a da fatan Allah ya kaddara faruwan haka, idan minister ta biya kowa akwai gagarumar kyauta daga all Exited Npositivewer insha Allah.

Ya Allah kamar yanda ake yada wannan labari na biyan Exited Npositivewer 500,000 kada wannan ya tafi a banza ameen, ya Allah Ka biya mana wannan bukata ameen.

Fatan Alkhairi ameen",positive,Engausa,social,,,Facebook
"ALHAJI DA MAROƘI

Kakana ke ba ni wannan labari.

Wai a wani gari aka yi wani ja'irin maroƙi, wanda kowa ke shayi saboda shaƙiyancinsa. A duk lokacin da maroƙin nan ya sallama wa mutum, to ƙoƙari yake ya samu 'yan sulalla ko rigar da ya ba shi domin su rabu salin alin. 

Ran nan sai maroƙin nan ya kai raraka gidan wani Alhaji, wai shi Alhaji Sule, yana neman sadakar riga. To kowa a garin ya san hannun Alhaji bai saba da miƙawa ba, sai dai karɓa. Alhaji Sule ya yi 'yan dabarunsu na marowata, ya hana maroƙi riga. Ashe maroƙi ya ji haushi, ya lashi takobin shirya wa Alhaji lalata. Ya samu wasu yara ya ba su 'yan kwabbai, ya tsara musu abin da yake so su yi.

To ɗabi'ar Alhaji ita ce kullum da yamma, sai ya fito ƙofar gida, ya harɗe bisa wundi ya kunna lofe, yana tunanin yadda taro zai koma sisi. Ran nan yana kishingiɗe a kan wundi, kamar yadda ya saba, sai ga yara biyu. Da zuwa gaban Alhaji, sai suka sarƙe da faɗa. Maroƙi da ke maƙe yana kallo, ya yi but ya fito da gudu, ya nufo yara yana musu tsawa, ""kai, kai, kai! Wane irin rashin hankali ne kuke faɗa gaban mutane, har kuke neman taka musu shimfiɗa? Ka ga lalatattu! Me ya haɗa ku faɗa?""

Yaro ɗaya ya ce, ""sulena ya ɓatar.""

Maroƙi ya ce, ""yanzu saboda sule kuke wannan faɗa? Sulen banza sulen wofi! Me aka yi aka yi sule! Da ku da sulen jakar ubanku! Allah ya tsine wa sule albarka!""

Da Alhaji ya ji cin fuskar ya yi yawa, sai ya tattara 'yar tabarmarsa, yayin da zai shige gida ya dubi maroƙi ya ce, ""riga dai ce an hana ka! Zagin da ka yi mini kuma Allah ya isa!""

Karen bana, maganin zomon bana. Rowa ba ta da amfani!

Bukar Mada
11/07/2022",neutral,Hausa,social,,karen bama maganin zoman bana,Facebook
"Baka yarda da Nigeria a matsayin kasa daya ba, amma kuma ubanka ya hana kanshi sukuni da naiman shugabancin Nigeria domin wata manufa.

Kaida ubanka Allah ya watsa aniyar ku.",negative,Hausa,social,ubanka,,Facebook
"Ku rubuta Ku Ajiye Jam Iyyar PDP Bazata Kai Labari a Zaben 2023 ba.

Ya kamata Masoyan Atiku Ku Farka Daga Wannan Mummunan Mafarkin da Kuke.

Atiku ya Dade Yana Yakar Kwankwaso Domin Tun kan Subar jam Iyyar APC Lokacin da Kwankwaso ya Fara Samun Matsala da Ganduje Atiku Yana Daga Cikin Wadanda Suka Dinga Tinzura Ganduje Akan ya Rabu da Kwankwaso.

A Wannan Lokacin Atiku bai Fara Tunanin barin APC ba Wlh Wlh Yasha Shayin Zuwa Jihar Kano yana Kokarin Ganin Sulhun Kwankwaso da Ganduje Bai yuwu ba shi Atunaninsa Idan Zai Kara tsaya Takara a Jam Iyyar APC Ganduje ya bashi Delegate din Kano Duk da Irin Kokarin da Gwamnan jigawa badaru ya Dinga Wajen Ganin Anyi Sulhun.

Amma Kwankwaso Bai Taba yimai Katsalanda a Jihar Adamawa ba.

Don haka Takara Babu Fashi Kwankwaso yananan Zaiyi Takara Maganar Kwankwaso ya Marawa Atiku baya Wannan Batawa Kanku Lokaci Kuke.

Kuma Wai Idan Atiku yanaso Kwankwaso ya maramai baya Kwankwaso ne ya kamata yaje Gun Atiku ko Atiku ne ya kamata yaje yanemi Goyan Bayan Kwankwaso?

Ai Duk Mai Bukata Shiyake Zuwa ya nemi a Goyamai baya Amma masoyan Atiku su nasu Tunanin kawai Kwankwaso ya Tashi yaje Gun Atiku yace nazo na Marama baya Sabida tsabar rashin Lissafin Siyasa.

Kullum jam Iyyar APC tun tubar Kwankwaso take ta Karkashin kasa Don haka da Kwankwaso Bazai Takara ba To Tinubu Zai Marawa baya Amma Yanzu Babu Wannan Maganar.

Daga Nura Isa Baba",neutral,Hausa,political,,,Facebook
"AMINA ISYAKU: Manyan Mabiya Shafin RARIYA (Top Fan)

Amina Isyaku ta kasance daya daga cikin masu bibiyar shafin RARIYA sau da kafa, inda take yawan tofa albarkacin bakinta kan duk wani labari da za mu dora ba dare ba rana.

Hakan ne ya sa a wannan karo muka zakulo ta domin jinjina mata a bisa kasancewar da take tare da mu a koda yaushe. 

Malama Amina ta kuma yi amfani da wannan dama wajen kira ga 'yan Nijeriya da su yi wa kasa addu'ar samun zaman lafiya da kuma fatan samun shugaba nagari a yayin zabe mai zuwa (2023).

SANARWA: Masu karatu kada ku manta za mu cigaba da zakulo mabiyanmu daya bayan daya domin jinjina musu.",neutral,Hausa,social,,,Facebook
"LABARI | Matasan Harisawa na Harkar Musulunci a Nigeriya sun Ziyarci Makwancin Shahidai na Darur Rahma Dake Dambo, Zariya.

Matasan 'Yan Jaishi Amirul Muminin (AS) yankin Jaji unit, sun gudanar da Ziyarar ne a Jiya Juma'a 15 ga watan 7, 2022. A karkasin wasu Wakilan Na Harisawa, Inda a karshe suka Gabatar da Addu'o'i na musamman ga Ruhin Gwarazan Shahidan, Suka Sallami kowa. 

#Da'irar Zaria Media Forum
16-07-2022",Neutral,Engausa,religious,,,Facebook
"DA DUMI DUMINSA: Yan majalisun tarayya guda 192 da suke Shirin ficewa daga jam iyyar APC Rahotanni sun nuna cewa mafiya yawansu cikin jam iyyar NNPP zasu koma.

Yunkurin fita daga jam iyyar APC ya biyo bayan Zaben da akayi jiya a jihar Osun inda wasu Yan majalisun tarayya suke ganin ba Lallai bane APC takai labari ba, shiyasa wasu daga cikinsu suka fara nemawa kansu mafita.

ZAben jihar Osun ya Zama izina ga jam iyyar APC sabida hakan ya nuna cewa al'ummar Nigeria sun gaji da mulkin jam iyyar a Nigeria.

Rahoto daga PREMIUM",Neutral,Engausa,political,,,Facebook
"LABARI CIKIN HOTUNA:

Ƙungiyar ci gaban Wushishi ta karrama sabon shugaban kwalejin kimiyya da fasaha ta Niger positively Zungeru Dr. Ibrahim Umar Kontagora, taron karramawar wanda ya gudana a babban ɗakin taro na MDG's Dake garin na Wushishi a ranar asabar ɗin wannan makon, ya samu halarta manya mutane daga ciki da wajen Jihar ta Neja, da suka haɗa da shugaban hukumar zana jarabawa ta NECO na ƙasa.",Neutral,Engausa,social,,,Facebook
"#Wani labari danake samu ta karkashin kasa akan Kano pillars abun Babu dadi

Amma dai ku jirani domin Baku labarin daga majiya Mai tushe.

Amma gaskiya..... Sai dai hakuri kawai",Neutral,Engausa,sport,,,Facebook
"Innalillahi wa'inna ilaihirraji un a yau muke samun wani mummunan labari tare da video na wani mutum da yake lalata da mahaukaciya bayan ya gama ya fiddo kayan tsafinsa na yin kudi wannan abu yayi muni da yawa hard yakai bai cancanta a yada shi ba amma dolr ne saboda irin wadannan mutane suna nan DA yawa kuma suna cikin wanda suke hana duniya zaman lafiya domin Allah bazai kyale wannan ba muna kira da gwamnati da su dauki mataki akan irin wannan mutane. 

Kalli video nan.",Neutral,Engausa,social,,,Facebook
"Labari da Dumi Dumi.....

KANO STATE #APC CENTRAL WORKING COMMITTEE

Wannan Kwamiti wanda yake a Karkashin wasu daga cikin EXCO na Shugabancin Jam'iyar APC Jihar Kano, a karkashin Shugaba Amb Amadu Haruna Zago.

Sun Gabatarwa da Maigirma Jagoran Jam'iyar APC Jihar Kano G-7 Sanata Malam Ibrahim Shekarau, FORMS na National Delegate din da zasu jagoranci Zaben SHUGABAN JAM'IYAR APC NIGERIA, a Babban taron Jam'iyar da Za'a Gabatar a wannan Shekarar ta 2022 Idan Allah yakaimu.

Maigirma Sanata ya yaba musu bisa Jajircewarsu akan Aikin Jam'iya, yakuma Umarcesu dasu koma Kananan Hukumomi suyi Adalci su Dakko Wakilai nagari wanda zasu Wakilci Jihar Kano a wannan ZABEN da za'a Gabatar na Kasa.
#ShekarauNews",Neutral,Engausa,political,,,Facebook
"INNALILLAHI WA'INNA ILAIHI RAJI'UN YANZU YANZUNAN MUKE SAMUN WANI LABARI MARA DADI AKAN CEWA ALLAH YA YIWA ALI ARTWORK RASUWA MADAGWAL GASKIYAR MAGANA AKAI👇👇👇👇👇👇👇👇👇👇
https://digitalskil.com/innalillahi-wainna-ilaihi-rajiun-yanzu-yanzu-allah-ya-yiwa-ali-artwork",Neutral,Engausa,social,,,Facebook
"Dan Allah sahihiyar Hausa nake so a faɗa min. Idan ba haushe Yace"" ina gindin bishiya"" ɗan Sokoto sai yace anyi batsa.idan kuma ɗan Sokoto yace gutsun bishiya Sai ɗan Kano Yace anayi batsa.

To me zamu ce kowa ya yadda ba'ayi batsaba?",Neutral,Hausa,social,,,Facebook
"LABARI: Kamfanin BUA, Dangote Sun Saukaka Buhun Siminti Akan Naira 2000

Majiyarmu gamsashiyya ya shaida maja ce wa, Hamshakan yankasuwan Najeriya Alhaji Abdussamad isyaka rabiu da takwaransa Alhaji Aliko Dan gote, sun saukaka farashin buhun siminti akan naira 2000 ga Yan kasuwa masu sari daga kamfani.

Sani kowane yadda siminti yayi tsada talaka babu irin wahalar da baishiga ankan wanan ba yakamata kanan yan kasuwa sums su tausayawa talaka domin yasamu saukin rayuwa.",positive,Hausa,business,,,Facebook
"Rabon Sallah ga Mata Shanu da Kayan abinci Kai tsaye Daga Matan Air Marshal Sadiq Abubakar Kuma Dan takaran Kujeran Gwamnan jihar Bauchi a Jamiyyar APC-;
____________________

A safiyar Yau ne Hajiya Sadiya farouq Matan Air Marshal Sadiq Abubakar Baba Habu ta aike da wakilan ta zuwa ga Mata a gidaje kamar haka- Domin Kai musu Abinci da Shanu Domin hidimar Babban Sallah .

Gidajen da aka aike da Sakon a Yau sun Hada da Gidan Alkali Aminu .Gidan Barebare .Gidan Rimi Unguwar Wunti .Gidan Kanwa Unguwar Wunti street
Gidan Sarkin Gwallameji .Gidan Mu'Allah Yidi Yelwa Bauchi . Dukkanin Gidajen an isar da kyautan ne hannun Mata Domin su Sami zarafin Bikin Sallah Lafiya.",Neutral,Hausa,social,,,Facebook
"GUTSUN UWAR MUTUM 
WANDA YAKEMANA MAGANAR FAIRA",negative,Hausa,social,gutsun uwar,,Facebook
"LABARI MAI DADIN Ji, 'Yanbindiga 37 Suka Shiga Hanngu A Sokoto 

Rundunar 'Yansanda ta kasa da ke Sokoto ta kama, Mutane 37 take tuhuma da laifin satar mutane da fashi da kamami da sauran laifuka.

An kama' Yan bindigar a sassan Jihar Soskoto, da suka Hadar da illela da Gundun gudun da Rabbah, da Isa da Bungo da Sangari da Dunawa Tsamaye da Tangaza da Heli da Goronyo da Meyel da Sakanau da Lua da Zangon Isu da dai sauran su.

Mutanen ana zargi su da alaka da Jagoran 'Yan bindiga Bello Turji wanda ake nema ruwa a jallo.

Kazalika an samu makamai iri iri ciki harda makamin roka da manya bindigogi da alburusai masu yawa. 

Sanarwar da kakakin Rundunar 'Yansandan Sokoto ASP Sanusi Abubakar, ya fitar tace ana cigaba da gudanar da bincike, sannan a gurfanar dasu gaban kotu.",positive,Hausa,security,,,Facebook
"DUNIYAR MUSULUNCI TAYI BABBAN RASHI

Yanzun nan muke samun labari marar dadi dake cewa 'yan majalisar tarayya na Kasar Pakistan sun tsige Prime Minister na Kasar Imran Khan

An tabbatar da cewa Kasar Amerika itace ta kitsa wannan makircin, saboda Imran Khan yana daya daga cikin shugabanni Musulmi a duniya kalilan da suka rage wanda suke iya nuna wa Amerika da kawayenta yatsa idan sun taba Musulunci da Musulmai

Kawar da Imran Khan rage wa Musulunci karfi ne ta kowace irin fuska, yanzu ne duniyar Musulunci take bukatar mutane irinsa

Allah Ka isar wa Musulunci da Musulmai",Neutral,Hausa,religious,,,Facebook
"YA LABARI DUNIYA ?

Jama'a Barka da Safiyar LAHADI 17-07-2022!

Ibrahim Bello Yobe ne zai kasance da ku a cikin Shirin Ya Labari Duniya na Kafafen 'Yanci Liberty TV da Radio na yau LAHADI da karfe 7 na safe!

KADAN DAGA CIKIN KANUN SU!

*Yan Najeriya Kukan Dadi Suke Yi. inji -Buhari

*Buhari ne silar duk wani tashi hankali a Najeriya, gwamna Ortom ya fadawa kasar Amurka

*Yadda tsabagin Talauci yasa yan Nageriya Ke Neman Masu Sayen Kuri’unsu A Zaben Gwamnan Osun.

*Yan bindiga sun kai hari jirgin ruwa sunyi garkuwa da mazaje sun bar mata a tsakiyar tekun babu direba

*Sojoji sun kashe Boko Haram 42 a Arewa maso Gabashin Najeriya - 
-Hukumar tsaro ta ƙasa.

Ku bayyana ra'ayoyin ku a kan Labarin da ya fi daukan hankalin ku a cikin Shirin.",Neutral,Engausa,social,,,Facebook
"labari da Dumi Duminsa zakuji cewa shugaban mawaka Rarara da tawagarsa sun kaiwa Zababben Dan takaran Jam'iyar APC ziyara tayashi farin ciki,

tare da tabbatar mashi da cewa yan Arewa na tare dashi,

Ganin Rarara da Tinubu ana tinanin idan yaso Waka tofa Tinburrr za'awa yan PDP 

Ranan News ta Home of solace kuturo News dasuka faru satin daya wuce a Nigeria amaku approving",Neutral,Engausa,political,,,Facebook
"Tsibirin Bermuda 🇧🇲 Triangle.

Triangle na Bermuda, wanda kuma aka fi sani da kusuwar Iblis, labari ne wanda aka mayar da hankali kan wani yanki a yammacin yankin Arewacin Tekun Atlantika inda aka ce wasu jiragen sama da jiragen ruwa sun bace a cikin yanayi na ban mamaki.

Duk da cewa duniya da dama da abubuwan mamaki ke faruwa a cikinsu ba tare da Dan Adam ya fahimci musabbabansu ba, Tsibirin Bamuda (Bermuda Island ko Bermuda Triangle) ne kadai ya fi shahara a bakunan mutane sanadiyyar haka. Wannan shahara ta samo asali ne daga nahiyar Kudancin Amurka (South America), a hankali labarin ya ci gaba da yaduwa zuwa sauran kasashen duniya.

Manyan ababen mamakin da ake ikirarin suna faruwa a muhallin tekun da wannan tsibiri yake sun hada da bacewar jiragen sama masu dauke da fasinjoji ‘yan kasuwa ko na soji da jiragen ruwa manya da kanana da na shawagi. Idan suka bace a galibin lokuta, ba a ganin buraguzan jirgin balle a kaddamar da bincike kan dalilan da suka haddasa faruwar hadarin.

Wannan al’amari abin al’ajabi, a cewar masu bayar da labarai, bai tsaya a bacewar jirage tare da rashin ganin buraguzansu kadai ba, har da wasu labarai masu caza kwakwalwa kan irin yanayin da tekun ke kasancewa na launi da kuma dulmuya a wasu lokutan, ko kuma wasu irin dabi’u da ake ikirarin gira-gizan da ke saman teku ke shiga, a yayin aukuwar hadarurrukan da suka fara faruwa shekaru kusan 200 da suka gabata.

Ire-iren wadannan labarai sun samo asali ne daga irin jawaban da masu lura da na’urar filin saukan jiragen sama da ke tsibirin ke bayarwa. Ko wadanda ake tarawa wajen binciken da hukumomin gwamnatin Amurka da ke lura da ire-iren wadannan hadarurruka ke yi. Da wannan, marubuta suka sa wa wannan muhalli suna: ‘The Bermuda Triangle’ (Kusurwar Bamuda), ko kuma The Debil’s Triangle (Kusurwar Shedan).

A halin yanzu da dama cikin wadanda suka taba jin labarin wannan bigire na Bamuda, sun yarda cewa wani wuri ne mai cike da almara, kamar yadda galibin turawa masu bincike suka fada. Da kuma cewa babu wanda ya san abin da ke haddasa wannan al’amari, sai Allah (ga wadanda suka yarda da Allah kenan), ko kuma dabi’a ta shu’umcin wurin.

Wasu suka ce aljanu ne a wurin. Wasu suka ce akwai wasu halittu ne na musamman da a harshen Turanci ake kira Aliens, masu haddasa hakan. Wasu suka ce a a, irin yanayin wurin ne kawai. Da dai sauran ra’ayoyi masu kama da haka. Shin, meye gaskiyar wadannan zace-zace da ake ta yi kan wannan tsibiri, wane irin bincike aka yi wajen gano hakan?

Jiragen ruwa da na sama guda nawa suka bace a wannan mahalli? Rayuka nawa suka salwanta? Wa da wa suka yi rubuce- rubuce kan haka cikin Malam Kimiya da masu sha’awar rubutu kan al’amuran mamaki a duniya? Meye ra’ayin nazarin da Malaman Kimiyya suka yi kan dalilin faruwar wadannan abubuwan mamaki? Shin, wai ma tukun, a duniya akwai wasu wurare ne masu irin wannan dabi’a, ko dai tsibirin Bamuda ne kadai?

Idan har akwai, to me ya sa na tsibirin Bamuda ya sha bamban, ya shahara fiye da sauran a duniya? Wadannan, da ma wasu tambayoyi, za mu samu amsoshinsu cikin makonni masu zuwa in Allah Ya yarda.

A Ina Tsibirin Yake?

Kafin mu yi nisa, asalin tsibirin Bamuda, watau Bermuda Islands, yana gab da tsakiyar tekun Atlantika ne, Arewa da Jihar Fulorida da ke kasar Amurka. Kuma duk da cewa ana danganta wannan wuri ko kusurwa da tsibirin Bamuda, sai dai ba a wannan tsibiri kadai wannan kusurwa yake ba. Kusurwar Bamuda wani wuri ne da ya hada manyan gabar tekunan kasashe guda uku da ke nahiyar Arewaci da kuma Kudancin Amurka.

Kusurwar farko ta faro ne daga gabar Fulorida ta kasar Amurka, ta zarce zuwa gabar babban tsibirin Puerto Rico da ke Yamma maso- Kudu da gabar Fulorida. Daga tsibirin Puerto Rico kuma kusurwar ta cilla Arewa, inda ta tike a gabar tsibirin Bamuda da ke kusa da tsakiyar tekun Atlantika. Wannan wuri ko mahalllin teku da ke tsakanin wadannan gabobi guda uku, shi ake kira The Bermuda Triangle, ko The Debil’s Triangle.

An danganta wannan kusurwa da tsibirin Bamuda ne saboda a nan ya tike, kuma galibin ababen hawa kamar su jiragen sama da na ruwa wadanda ake amfani da su wajen kasuwanci da shawagi da atisayen soji a wannan nahiya, duk a can suke hallaka kafin su komo inda suka taso. Ko kuma daga can suke wucewa zuwa wasu nahiyoyin, irin su Turai da Arewacin Amurka da kasashen Asiya.

Wannan kusurwa ta Bamuda ita ce bigiren da jiragen sama da na ruwa ke shawagi fiye da kowane wuri a duniya. An kiyasta cewa akalla akan samu sawun jiragen sama daga wannan nahiya zuwa kasashen turai da sauran nahiyoyi, sama da 50,000 a shekara. Bayan haka, akwai jiragen ruwa da na kasuwanci da na shawagi ko yawon bude ido, da kuma jiragen saman atisayen soji da Hukumar Sojin Amurka ke turawa suna shawagi, watau kai-komo don yin atisaye.

Har wa yau, akwai masu shawagi da kananan kwale-kwalen shakatawa wadanda a harshen turanci ake kira ‘Pleasure Boats’, da kuma jiragen ruwan tsere da ake kira ‘Yatchers’. Bayan haka, akwai filayen saukar jiragen sama a dukkan kusurwoyin nan uku, tare da tashar jiragen ruwa masu karbar manya da kananan jiragen da ke shawagi a wannan wuri.

Sannan kuma sai miliyoyin masu zuwa yawon bude ido daga sauran kasashen duniya, musamman ma Amurka da Turai. A takaice dai, wannan wuri rayayyen wuri ne da sawun jirgin ruwa da na sama da na masu ziyara ba su daukewa; daga shekara zuwa shekara.

Zai dace mai karatu ya rike wannan karatu kan yawan zirga-zirgar da ake yi a wannan wuri, domin zai taimaka masa wajen karba ko rashin karbar dalilan da wasu marubuta suka bayar wajen yanke hukuncinsu na karshe. Yaushe Abin Ya Fara? Wannan kusurwa da ake wa take da “Kusurwar Shedan” – ko Debil’s Triangle – ya fara cin jiragen sama da na ruwa ne shekaru kusan dari biyu da suka gabata, duk da cewa ba a fara fahimtar hakan ba sai wajen shekaru casa’in zuwa dari da suka wuce.

Jiragen ruwa da kuma na sama da dama sun halaka sun bace bat sakamakon kokarin ratsawa ta wannan wuri na bamuda. Wata mujalla da ake kira da suna “national geographic magazine’’ ta bayyana wannan yanki na bamuda a matsayin alamari mafi girma kuma mafi rikitarwa da aka kasa fahimtarsa a wannan zamani.

Akwai jirage da dama da suka halaka a wannan wuri, misali a ranar 8 ga watan janairun 1962 wani jirgin sama da ake kira da suna aerial tanker kirar KB50 ya bace bat sakamakon bi ta sararin samaniyar wannan wuri, an kuma nemeshi ko sama ko kasa har yau ba'aji duriyarsa ba.

Duk da cewa a wancan lokaci kafafen yada labarai da dama sun sun bayar da rahoton cewa wannan jirgi ya yi hadari ne a sama sannan kuma ya fado ya nutse a cikin teku. Sai dai sakamakon cikakken bincike da aka gudanar ya musanta wadannan rahotanni na kafafen yada labarai, domin kuwa babu wata hujja daya tilo da ta tabbatar da hakan. Kuma wannan ba ita ce bacewa ta farko kuma ta ban alajabi ba, domin kuwa tun kafin wannan ta auku akwai wadansu jiragen guda biyu da suka hadu da irin wannan garari.

Na farko dai shine jirgi mai dauke da fasinja, babban jirgi mai lamba 19, wannan jirgi dai ya bace bat, sakamakon kokarin ratsawa ta sararin samaniyar wannan wuri na bamuda a shekarar 1945. sai kuma jirgi na biyu kirar NC16002 mai dauke da kungiyar maaikatan jirgi wanda shi kuma ya hadu da nasa gararin bacewara shekarar 1948.

Daga nan ne aka fara danganta hadarurrukan da suka gabata da wannan yanayi mai ban mamaki. Kamar yadda bayanai suka gabata, wannan kusurwa ta Bamuda ta yi kaurin suna ne wajen hadararruka masu ban mamaki, inda bayan hadarin ake rasa abin da ya haddasa shi, ko kuma a ma kasa samun buraguzai ko gawawwakin wadanda suka rasa rayukansu da ma na jirgin gaba daya.

Babu yanayin hazo mai firgitarwa, babu ruwan sama, babu alamar mahaukaciyar guguwa mai yi wa jiragen ruwa dibar karan mahaukaciya, amma sai kawai a ji hanyar sadarwar ta yanke. Mafi shahara daga cikin abubuwan mamaki da suka faru a wannan kusurwa shi ne hadarin tawagan jiragen kai hari da darkake abokan gaba na kasar Amurka masu suna Flight 19, wadanda hukumar sojin sama na kasar Amurka ta aika don yin shawagi a wannan kusurwa cikin shekarar 1945.

Duk da cewa ana lura da tafiyar wannan tawaga na jirage ta hanyar na’ura hangen nesa sa’adda suka baro cikin kasar Amurka, sai dai cikin lokaci guda kawai aka neme su aka rasa. Da aka nemi sadarwa da shugaban tawagar, sai ya ce: “A yanzu muna shiga wani irin farin ruwa ne…al’amura sun fara lalacewa. Bamu san inda muke ba a halin yanzu…ruwan kore ne…a a, fari ne!”, sai sadarwa ta yanke a tsakanin masu lura da na’urar da wannan shugaban tawaga.

Bayan faruwar wannan lamari, an yi ta bincike cikin teku ba a samu buraguzan wadannan jirage ba balle wadanda suke ciki. Babu wanda ke da wani bayani gamsasshe kan abin da ya haddasa wannan hadari har zuwa yau, balle bayani kan hakikanin wurin da abin ya auku.

A lokacin da aka tura wata tawaga ta manema jirage, da suka isa wurin da na’urar ta sanar da faduwarsu, babu abin da aka gani a wurin. Daga nan aka ci gaba da samun ire-iren wadannan hadarurruka masu ban mamaki da al’ajabi. Wasu a kan samu bayanai kan batansu, bayan tsawon lokaci; wasu kuma ko alama ba a samu, sai dai kawai a hakura.

Akwai dai hasashe na mutane daga fannonin ilimi daban daban dangane da kokarin bayyana abinda ya ke a wannan wuri na bamuda.

Misali masana ilimin sinadarin da ke janyo abu daga sama zuwa kasa suna ganin cewa a wannan yankin na bamuda akwai wani mayan karfe na musamman wanda yake da karfin fizgo duk wani abu da ya yi kokarin ratsa wannan wuri komai girmansa kuwa. Kuma dazarar ya zuko shi tun da yake a tsakiyar teku ne to shi kenan shifa halaka ta gabbata a gareshi, kuma ba za’a Kara jin duriyarsa ba.

Su kuwa masana ilimin falaki, suna ganin cewa, wannan wuri na bamuda da ke a cikin teku, wata kafa ce ta zuwa sauran duniyoyi, sabodahaka duk abin da ya bi ta cikinsa wato kamar dai ya tafi wata Duniyar ne ba ta Dan-adam ba .

Su kuma masana ilimin falsafa a nasu raayin, wurin na bamuda wata katafariyar fadar shedan ce, inda duk abin da yayi kokarin tsallakata zai halaka.

Wannan al’amari dai ba wai magana ce ta hadari ko tsautsayi ba magana ce ta bacewa bat a nemi abu ko sama ko kasa a rasa, saboda haka kenan batun sanin kididdigar yawan mutanen da suka halaka ko kuma yawan dukiyoyin da aka rasa abu ne mawuyaci.

Sai dai kawai maganar dai a nan itace cewar, wannan wuri da ake kira da suna Bamuda triangle gaskiya ne akwai shi, amma har yanzu Duniya bata tabbatar da ainihin ko menene a wannan wuriba. ZAN CI GABA INSHAALLAH.",Neutral,Engausa,social,,,Facebook
